comments,label,comments_cleaned
son chuẩn đánh lên không khô môi mở ra hơi bất ngờ vì có quà tặng kèm thanks shop,0,son chuẩn đánh khô môi hơi bất_ngờ quà tặng kèm thanks shop
màu son đẹp rất thơm,0,màu son đẹp thơm
chì nhiều quá,1,chì
son thơm ship nhanh hài lòng lắm cũng lì hàng của mal cũng yêm tâm chút,0,son thơm ship hài_lòng lắm lì hàng mal cũng yêm tâm chút
hình thức son ổn shop giao sai màu phản ảnh không trả lời khách thật khó chịu khi mua mà không muốn dùng,1,hình_thức son ổn shop giao sai màu phản_ảnh trả_lời khó_chịu mua không
màu v6 lên môi mình hơi thiên hồng chì kẻ mắt đầu to nên khó kẻ nét mảnh nhưng mình thích loại chì như vậy nên rất ưng ý,0,màu v6 môi hơi thiên hồng chì kẻ mắt đầu to kẻ nét mảnh mình chì như_vậy nên ưng_ý
đây là màu son nhưng mà chất lỏng nên là dễ dính răng dù son ít hay nhiều mà lại nhanh trôi cực,1,màu son chất_lỏng là dính son mà_lại trôi cực
quá xuất sắc nhé hơi bị lì nhé yêu thương nhau thì cũng có vẻ đẹp,0,xuất_sắc hơi lì nhé yêu_thương vẻ đẹp
i like it,0,i like it
son đẹp mịn,0,son đẹp mịn
chất son mềm mướt rất thích đặc biệt khi tán lòng trong màu son đẹp mà lên môi mình giống đỏ nâu hơn mỗi tội mình không thích mùi của son lắm,0,chất son mềm mướt đặc_biệt tán màu son đẹp môi đỏ nâu tội mình thích mùi son lắm
màu này mình thấy rất tôn da shop tư vấn cũng nhiệt tình nữa bọc hàng cẩn thận giao hàng siêu nhanh mua ở đây an tâm chính hãng,0,màu tôn da shop tư_vấn nhiệt_tình bọc hàng cẩn_thận giao hàng siêu mua an_tâm hãng
02 đỏ cam mà môi mình lên màu đỏ sẫm nhìn không được sáng lắm màu 25 cũng không hợp với da mình nhưng cũng đánh giá cho shop 5sao vì gửi hàng rất nhanh,0,02 đỏ cam môi màu đỏ sẫm lắm màu 25 không hợp da mình cũng đánh_giá shop 5sao gửi hàng
son đánh rất thích không bị khô môi mình đã mua rất nhiều lần son ở đây,0,son đánh khô môi mua rất son
son lì đánh lên môi chuẩn màu lần đầu chọn màu cam vì nhiều review tốt và khi nhận được hàng rất chim ưng 😆,0,son lì đánh môi chuẩn màu đầu màu cam review hàng chim ưng 😆
đóng gói đẹp màu này đã dùng tới cây thứ 3 rồi màu đẹp khỏi bàn nhưng giao hàng hơi lâu 😔,0,đóng_gói đẹp màu 3 màu đẹp bàn giao hàng hơi 😔
son lên màu rất xinh lâu trôi ăn xong mà môi vẫn đỏ chót hihi mình quen dùng merzy rồi nên ra bản nào là mình đều có bản đó,0,son màu xinh trôi xong môi đỏ_chót hihi quen merzy mình bản
mua nhiều lần rồi shop giao hàng nhanh đóng gói cẩn thận mua 2 cây son được tặng túi vải xinh nữa chứ yêu shop ❤,0,mua shop giao hàng đóng_gói cẩn_thận mua 2 son tặng túi vải xinh yêu shop ❤
son đẹp lắm chất xịn thực sự,0,son đẹp lắm chất xịn thực_sự
son chất lượng màu đẹp nha mọi người cảm ơn shop nhìu nhìu 👍 😍 😘,0,son chất_lượng màu đẹp nha cảm_ơn shop nhìu nhìu 👍 😍 😘
son màu 12 trẻ trung 14 màu đỏ cực xinh nhé nói chung là thích cả 2 màu lắm lắm luôn chất son mịn lì và mềm môi nữa,0,son màu 12 trẻ_trung 14 màu đỏ cực xinh nói_chung 2 màu lắm lắm chất son mịn lì mềm_môi
son đẹp màu siêu ưng son lì lắm luôn ăn uống 1 bữa dầu mỡ thoải mái trôi một ít ở lòng môi nếu ăn bữa thứ 2 thì còn lại base hồng nhìn rất tự nhiên,0,son đẹp màu siêu ưng_son lì lắm ăn_uống 1 bữa dầu_mỡ thoải_mái trôi một_ít môi bữa 2 base hồng tự_nhiên
son đẹp chất lượng chỉ là do em hk biết chọn màu,0,son đẹp chất_lượng hk màu
son siêu đẹp luôn nhá thích lắm luôn tự nhìn môi mình mà thèm gke,0,son siêu đẹp nhá lắm luôn môi thèm gke
màu tệ thật,1,màu tệ
sản phẩm đóng gói cẩn thận chất lượng sản phẩm tốt thời gian giao hàng nhanh,0,sản_phẩm đóng_gói cẩn_thận chất_lượng sản_phẩm thời_gian giao hàng
đóng gói cẩn thận thực sự thích chất và màu son này nên đây là lần thứ 2 mua,0,đóng_gói cẩn_thận thực_sự chất màu son 2 mua
sản phẩm tốt mùi thơm ngọt đỏ cam nhưng thiên cam nhiều hơn giao hàng nhanh,0,sản_phẩm mùi thơm đỏ cam thiên cam giao hàng
tiếc quá không nhận được lịch huhu son đẹp mà thích mỗi màu này 😝,0,tiếc lịch huhu son đẹp màu 😝
son lên màu xinh xắn chất bám lên môi rất lì lâu trôi sẽ tiếp tục ủng hộ,0,son màu xinh_xắn chất bám lên môi lì trôi tiếp_tục ủng_hộ
son tốt,0,son
son số 10 lên màu không giống hình màu mình đặt là cam mà thoa lên nó ra đỏ hơi thất vọng,1,son 10 màu hình màu cam thoa lên đỏ hơi thất_vọng
son không lì như thỏi cũ mình được tặng,1,son lì thỏi cũ tặng
túi bị móp mất một góc,1,túi móp góc
son rất thích mình đã mua lại 5 lần rồi lâu trôi và giao hàng cũng khá nhanh,0,son mua 5 trôi giao hàng
son màu chuẩn chất son mướt lâu trôi 😍,0,son màu chuẩn chất son mướt trôi 😍
son siêu xinh giao nhanh lắm lun son mịn với không khô môi không biết sao nhưng màu mình thấy nhạt hơn trong hình 1 xíu thích bia cực,0,son siêu xinh giao lắm lun son mịn khô môi không màu nhạt hình 1 xíu bia cực
shop giao đúng hàng đóng gói kỹ lưỡng giao hàng nhanh son màu đẹp,0,shop giao hàng đóng_gói kỹ_lưỡng giao hàng son màu đẹp
giao hơi lâu đóng gói rất cẩn thận son thơm đã mua 3 màu màu nào cũng ưng lên môi mịn lâu trôi,0,giao hơi đóng_gói cẩn_thận son thơm mua 3 màu màu ưng môi mịn lâu trôi
son đúng lì ăn không trôi nhiều xài rất thích,0,son lì ăn_không trôi xài
chưa bao giờ thất vọng với cách gói hàng của shop rất kỹ và thẩm mỹ cảm giác mình được tôn trọng lắm ý màu son thì đẹp thôi rồi ghiền mất thôi,0,bao_giờ thất_vọng gói hàng shop kỹ thẩm_mỹ_cảm_giác tôn_trọng lắm màu son đẹp ghiền thôi
đóng gói chắc chắn giao hàng nhanh tư vấn nhiệt tình son lên màu đẹp mịn môi sẽ ủng hộ shop dài dài,0,đóng_gói chắc_chắn giao hàng tư_vấn nhiệt_tình son màu đẹp mịn môi ủng_hộ shop dài_dài
màu son đẹp lắm nhé son lì lắm tẩy trang kĩ mới hết đó màu đỏ cam nha m n môi mình hơi khô thì dùng lớp son dưỡng ở dưới là ok ngay,0,màu son đẹp lắm son lì lắm tẩy_trang kĩ màu đỏ cam nha m n môi hơi khô lớp son dưỡng ok
dong goi sp dep nhin chac chan se ung ho shop them se review sau khi xai,0,dong goi sp dep nhin chac chan se_ung ho shop them se review xai
son đẹp đóng gói đẹp ưng 👍,0,son đẹp đóng_gói đẹp ưng 👍
màu son đẹp mềm môi,0,màu son đẹp mềm_môi
màu 25 siêu ưng luôn 3 lần mua ở shop rồi lần nào nhận son cũng 1 họp khác nhau ❤,0,màu 25 siêu ưng 3 mua shop lần son 1 họp ❤
son giao nhanh đóng gói cẩn thận,0,son giao đóng_gói cẩn_thận
màu rất đẹp đánh lòng môi xinh cực mua shope mal nên rất an tâm mua thôi xụy em ơi,0,màu đẹp đánh môi xinh cực mua shope mal rất an_tâm mua xụy
son màu trầm mịn được shop tặng kèm gương nhỏ xinh shop phục vụ tốt đóng gói cẩn thận chắc chắn,0,son màu trầm mịn shop tặng kèm gương xinh shop phục_vụ đóng_gói cẩn_thận chắc_chắn
đóng gói kỹ màu cũng rẩt ưng,0,đóng_gói kỹ màu rẩt ưng
chất lượng sản phẩm tốt giao hàng nhanh chóng và đóng gói cẩn thận,0,chất_lượng sản_phẩm giao hàng nhanh_chóng đóng_gói cẩn_thận
màu cá tính trầm đánh mềm môi và rất lâu trôi gói hàng rất cẩn thận và chắc chắn nói chung là tốt,0,màu cá_tính trầm đánh mềm_môi trôi gói hàng rất cẩn_thận và chắc_chắn nói_chung
chất lượng sp tuyệt vời đóng gói đẹp và chắc chắn chất son mịn đẹp,0,chất_lượng sp tuyệt_vời đóng_gói đẹp chắc_chắn chất son mịn đẹp
đặt 17 giao 04,1,17 giao 04
không đúng màu,1,màu
hop bi boc vo khong duoc niem phong hoi that vong,1,hop bi boc vo khong duoc niem phong hoi that vong
thấy khá nhiều đánh giá tốt nên mua và thất vọng ngay lần đầu sử dụng son ngoại hình khá nhưng lên môi thì màu son nhạt nhòa chất son không thể dở hơn lên môi son cứ trượt đi vừa đánh lên môi đi 2 3 lớp khoảng mấy phút nhìn lại đã thấy màu son chỉ còn nhàn nhạt lại còn làm bong da môi nhìn môi son sần sùi ăn uống nhẹ nhàng thôi cũng đã thành như chưa từng có son trên môi lại thêm mùi son kỳ kỳ,1,đánh_giá mua thất_vọng đầu sử_dụng son ngoại_hình khá môi màu son nhạt nhòa chất son không_thể dở lên môi son trượt đi đánh lên môi đi 2 3 lớp mấy phút thấy màu son nhàn_nhạt lại còn bong da môi nhìn môi son sần_sùi ăn_uống nhẹ_nhàng đã thành son môi lại mùi son kỳ kỳ
chất lượng son tốt đóng gói kĩ càng,0,chất_lượng son đóng_gói kĩ_càng
không có sản phẩm tặng kèm lúc đặt mua thì có nhưng nhận hàng không có,1,sản_phẩm tặng kèm mua có hàng không có
màu xinh cực,0,màu xinh cực
cây son bị lệch quá tệ,1,son lệch tệ
không có ảnh sản phẩm nên lấy tạm 1 cái ảnh mình cực kì thích son nha,0,ảnh sản_phẩm tạm 1 ảnh cực_kì thích_son nha
hông hiểu sao lên môi mình nó lại ra hồng buồn hết sức mùi hương thì nghe như mùi sting dâu ấy nói chung không thích lắm,1,hông môi hồng buồn hết_sức mùi hương mùi sting dâu nói_chung lắm
đóng gói rất xinh phù hợp đi tặng luôn son bia thì chất ổn định từ ver 1 đến giờ rồi màu lên đúng như vỏ tuy nhiên mợ đánh sẽ chưa thâdy ánh cam hiện lên sau khi son set lại tgif màu cam hiện lên rõ ràng hơn,2,đóng_gói xinh phù_hợp đi tặng son bia chất ổn_định ver 1 màu vỏ tuy_nhiên đánh thâdy ánh cam hiện lên son set tgif màu cam hiện lên rõ_ràng
xinh xỉu mua hai lần rồi hích,0,xinh xỉu mua hai hích
chất son lên môi rất mượt lên màu rất đẹp cực ưng ❤,0,chất son môi mượt lên màu rất đẹp cực ưng ❤
đặt bảng mắt màu 2 nhưng ship màu 4 lấy vỏ màu 2 bỏ hộp màu 4,1,bảng mắt màu 2 ship màu 4 vỏ màu 2 hộp màu 4
lần thứ 2 mua màu 12 rồi cưng xỉu hộp và kèm thiệp xinh ạ thân son có dán tem chống giả chất son nhẹ lâu trôi,0,2 mua màu 12 cưng xỉu hộp kèm thiệp xinh thân son dán tem chống giả chất son nhẹ trôi
son quá đẹp luôn màu lên xinh chất son mượt không bị cộm lần đầu mua son rẻ mà ưng quá thể sẽ ủng hộ tiếp ạ đã thế shop còn cẩn thận tặng cả thiệp nữa mỗi tội hộp hàng rõ đẹp mà bên vẩn chuyển để méo móp tùm lum,0,son đẹp màu xinh chất son mượt cộm đầu mua son rẻ ưng quá_thể ủng_hộ tiếp shop cẩn_thận tặng thiệp tội hộp hàng đẹp mà vẩn méo móp tùm_lum
mình đã đánh giá năm sao rồi vì thích son ofelia trước giờ nhưng khi dùng thì nắp son không kín mới lần đầu dùng mà chảy dính tùm lum rất bẩn son nhanh trôi nhưng màu son đẹp nên m đánh giá lại hai sao,1,đánh_giá son ofelia nắp son kín đầu dùng chảy dính tùm_lum bẩn son trôi nhưng màu son đẹp m đánh_giá hai sao
đóng gói sản cực kì đẹp nhìn rất sang chảnh son thì đẹp khỏi chê luôn,0,đóng_gói sản cực_kì đẹp chảnh son đẹp chê
đóng gói sản phẩm rất đẹp và chắc chắn a1 màu cam cháy và a3 cam đất rất trendy sẽ lâu trôi nếu đánh đậm nhiều lớp còn lớp base sau khi ăn uống không bị hồng,0,đóng_gói sản_phẩm đẹp chắc_chắn a1 màu cam cháy và a3 cam đất rất trendy trôi đánh đậm lớp lớp base ăn_uống hồng
son màu đẹp mịn thơm nhẹ nhàng cực kỳ thích luôn à chắc lẽ đổi toàn bộ son qua bia,0,son màu đẹp mịn thơm nhẹ_nhàng cực_kỳ lẽ đổi toàn_bộ son bia
đóng gói không chắc chắn túi khí bên trong bị vỡ 2 bên làm hộp son bị móp không có tem hay nhãn dán để biết son đã bị mở trước hay chưa trên vỏ son có vệt trắng không lau được chất lượng son tốt,1,đóng_gói chắc_chắn túi khí vỡ 2 bên hộp son bị móp không tem nhãn dán son bị hay vỏ son có vệt trắng không lau chất_lượng son
chất son có hạt cát đánh nên môi không mướt như các bạn khác bình luận mình nghĩ đây là hàng fake mình đã xem trên youtube để so sánh không giống hành chính hãng nhé,1,chất son hạt cát đánh môi mướt bình_luận hàng fake mình youtube so_sánh không hành_chính hãng
ok hàng ổn không lỗi sp mal nên yên tâm có điều màu lên hoei trầm,2,ok hàng ổn lỗi sp mal yên_tâm có_điều màu hoei trầm
son đẹp lắm luôn ạ đặt lần này không biết là lần bao nhiêu luôn rồi,0,son đẹp lắm lần bao_nhiêu luôn
quá xuất xắc 👍,0,xuất xắc 👍
nói chung là màu 13 đẹp lắm ạ shop còn giao hàng nhanh hihi,0,nói_chung màu 13 đẹp lắm shop giao hàng hihi
mua trong thời gian khuyên mãi quảng cáo được tặng kèm mascara mà mua không được tặng kèm được mỗi cây son còn cái sản phẩm tặng kèm mọc chân chạy mất rồi,1,mua thời_gian khuyên mãi quảng_cáo tặng kèm mascara mua được tặng kèm được son sản_phẩm tặng kèm mọc chân chạy
rất vui và bất ngờ khi mua hàng còn được tặng 1 túi canvas dày dặn xinh xắn son mỏng và nhẹ môi phấn mắt mịn nhưng màu hơi nhạt quá nên không lên màu tóm lại sp ổn vừa chính hãng vừa giảm giá,0,vui bất_ngờ mua hàng tặng 1 túi canvas dày_dặn xinh_xắn son mỏng và nhẹ môi phấn mắt mịn màu hơi nhạt màu tóm sp ổn hãng vừa giảm_giá
màu rất ưng nên mua,0,màu ưng mua
màu xinh 24 xinh với base đỏ thuần hợp với mọi màu da hay không trang điểm,0,màu xinh 24 xinh base đỏ hợp với màu_da trang_điểm
mình không hiểu là tại sao lại có thể đạt mức giá đó được,1,tại_sao có_thể giá
đóng gói cẩn thận shop phục vụ tốt thời gian giao quá lâu son có mùi thơm đánh lên dinh dính không khô hàng ổn sau này có dịp lại order tiếp 3,2,đóng_gói cẩn_thận shop phục_vụ thời_gian giao son mùi thơm đánh dinh_dính khô hàng ổn sau_này có dịp order tiếp 3
